FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACIÓN_TOTAL;POBLACIÓN_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;RESIDUOS_LIMENTICIOS;MALEZA;RESIDUOS_ORGANICOS;PAPEL_BLANCO;PAPEL_PERIODICO;PAPEL_MIXTO;CARTON_BLANCO;CARTON_MARRON;CARTON_MIXTO;VIDRIO_TRANSPARENTE;VIDRIO_OTROS_COLORES;VIDRIOS_OTROS;TEREFLATO_POLIETILENO;POLIETILENO_ALTA_DENSIDAD;POLIETILENO_BAJA_DENSIDAD;POLIPROPILENO;OLIESTIRENO;QPOLICLORURO_VINILO;TETRABRICK;LATA;METALES_FERROSOS;ALUMINIO;OTROS_METALES;BOLSAS_PLASTICAS;RESIDUOS_SANITARIOS;RESIDUOS_PILAS;TECNOPOR;RESIDUOS_INERTES;RESIDUOS_TEXTILES;CAUCHO_CUERO;MEDICAMENTOS;ENVOLTURAS_SNAKCS_OTROS;RESIDUOS_NO_CATEGORIZADOS;PERIODO
20230627;7219;200107;COSTA;PIURA;PIURA;CURA MORI;20441;19188;1253;0.24;1680.87;740.55;91.2;73.83;34.75;21.04;20.3;16.76;37.34;20.01;26.81;17.39;6.35;52.52;25.97;17.13;15.42;12.02;4.75;8.27;38.85;9.63;3.69;2.67;55.81;143.55;2.69;12.43;93.63;13.63;6.3;7;14.52;34.04;2022
20230627;7220;200108;COSTA;PIURA;PIURA;EL TALLAN;5643;5207;436;0.64;1216.36;473.65;143.77;67.63;82.96;18.61;9.24;21.16;7.66;4.26;13.5;12.65;20.31;24.57;20.31;13.5;8.51;15.2;20.31;8.51;16.91;28.71;19.46;3.41;26.27;17.76;24.45;6.81;47.32;4.26;0.85;16.91;16.91;0;2022
20230627;7221;200109;COSTA;PIURA;PIURA;LA ARENA;42102;37661;4441;0.25;3436.57;1030.63;42.96;5.84;154.65;77.32;51.55;21.99;206.88;18.9;26.81;28.52;3.78;401.39;167.7;25.77;10.65;13.4;7.56;26.81;281.45;30.59;12.37;3.78;103.78;524.42;8.59;15.12;47.77;11.34;5.84;11.34;21.99;35.05;2022
20230627;7222;200110;COSTA;PIURA;PIURA;LA UNION;45471;44303;1168;0.51;8247;4349.64;360;74.05;217.6;151.52;74.05;56.96;142.41;33.04;191.39;43.29;19.37;386.2;262.03;43.29;82.03;21.65;9.11;36.46;300.76;162.91;3.42;0;29.62;636.84;13.67;26.2;445.45;10.25;21.65;37.6;4.56;0;2022
20230627;7223;200111;COSTA;PIURA;PIURA;LAS LOMAS;29345;11146;18199;0.67;2725.75;1254.12;6.27;35.43;99.49;114.48;29.17;109.85;141.74;49.61;68.14;108.76;11.99;134.92;90.5;26.98;20.72;42.79;13.9;13.08;139.56;7.36;12.27;0;20.99;72.23;4.63;19.08;11.72;21.26;27.26;4.91;12.54;0;2022
20230627;7224;200114;COSTA;PIURA;PIURA;TAMBO GRANDE;128004;42021;85983;0.57;8742.47;3851.74;474.36;384;180.75;109.44;105.6;87.17;194.22;104.09;139.44;90.43;33.01;273.16;135.08;89.08;80.2;62.49;24.71;43.02;202.05;50.09;19.19;13.9;290.28;746.64;14.01;64.65;487.01;70.88;32.77;36.42;75.54;177.07;2022
20230627;7225;200115;COSTA;PIURA;PIURA;VEINTIS�IS DE OCTUBRE;197261;197139;122;0.55;39575.65;16313.08;2509.1;336.39;1377.23;767.77;328.48;878.58;1163.52;356.18;1412.85;1385.15;154.35;1733.41;1139.78;233.5;573.85;221.62;229.54;213.71;2034.19;1044.8;55.41;0;134.56;2346.84;79.15;98.94;2038.15;106.85;178.09;94.98;35.62;0;2022
20230627;7226;200201;COSTA;PIURA;AYABACA;AYABACA;32156;5174;26982;0.33;623.21;352.05;8.35;8.35;7.67;4.11;8.97;3.99;9.1;7.1;16.45;9.72;1.81;8.79;4.8;4.55;4.42;4.61;1.43;0.81;33.09;6.54;3.37;4.11;17.01;45.68;2.24;3.05;13.52;9.41;3.3;1.31;4.18;9.29;2022
20230627;7227;200202;COSTA;PIURA;AYABACA;FRIAS;21201;2037;19164;0.5;371.75;151.94;9.74;3.38;13.94;7.73;3.35;8.88;11.75;3.57;14.28;13.98;1.56;17.51;11.52;2.38;5.8;2.23;2.3;2.16;20.56;10.56;0.89;0;1.38;23.72;0.82;1;20.6;1.08;1.82;0.97;0.37;0;2022
20230627;7228;200203;COSTA;PIURA;AYABACA;JILILI;2642;194;2448;0.67;47.44;22.51;3.31;1.41;0.98;0.61;0.61;0.4;0.8;0.52;0.79;0.42;0.18;1.54;0.61;0.51;0.45;0.26;0.17;0.26;0.98;0.33;0.18;0.09;1.44;3.3;0.11;0.29;2.96;0.39;0.26;0.12;0.33;0.32;2022
20230627;7229;200204;COSTA;PIURA;AYABACA;LAGUNAS;5719;302;5417;0.4;44.09;20.92;3.07;1.31;0.91;0.56;0.57;0.37;0.74;0.49;0.73;0.39;0.17;1.43;0.57;0.47;0.42;0.25;0.15;0.24;0.91;0.31;0.17;0.08;1.34;3.07;0.1;0.26;2.75;0.36;0.24;0.11;0.31;0.3;2022
20230627;7230;200205;COSTA;PIURA;AYABACA;MONTERO;6547;991;5556;0.44;159.15;99.15;0;0.3;1.69;0.19;0;1.62;2.56;0.38;3.23;3.5;0.83;4.77;1.53;1.27;0.38;1;0.32;0;5.5;0.65;0.75;0;2.71;21.94;0.37;1.08;0.57;0;0;0.59;0.95;1.31;2022
20230627;7231;200206;COSTA;PIURA;AYABACA;PACAIPAMPA;23119;1309;21810;0.49;233.22;110.65;16.26;6.94;4.83;2.99;3;1.94;3.94;2.57;3.89;2.07;0.91;7.58;3;2.5;2.22;1.3;0.82;1.28;4.8;1.63;0.91;0.42;7.08;16.24;0.55;1.4;14.57;1.89;1.28;0.58;1.62;1.58;2022
20230627;7232;200207;COSTA;PIURA;AYABACA;PAIMAS;10542;3097;7445;0.58;655.63;311.05;45.7;19.5;13.59;8.4;8.42;5.47;11.08;7.22;10.92;5.82;2.55;21.31;8.44;7.03;6.24;3.66;2.29;3.61;13.51;4.6;2.55;1.18;19.89;45.64;1.53;3.94;40.95;5.33;3.6;1.63;4.56;4.44;2022
20230627;7233;200208;COSTA;PIURA;AYABACA;SAPILLICA;10994;929;10065;0.49;165.52;78.53;11.54;4.92;3.43;2.12;2.13;1.38;2.8;1.82;2.76;1.47;0.64;5.38;2.13;1.77;1.58;0.92;0.58;0.91;3.41;1.16;0.64;0.3;5.02;11.52;0.39;0.99;10.34;1.34;0.91;0.41;1.15;1.12;2022
20230627;7234;200209;COSTA;PIURA;AYABACA;SICCHEZ;1567;771;796;0.49;137.37;65.17;9.57;4.09;2.85;1.76;1.76;1.15;2.32;1.51;2.29;1.22;0.53;4.47;1.77;1.47;1.31;0.77;0.48;0.76;2.83;0.96;0.53;0.25;4.17;9.56;0.32;0.83;8.58;1.12;0.75;0.34;0.96;0.93;2022
20230627;7235;200210;COSTA;PIURA;AYABACA;SUYO;12063;3305;8758;0.5;603.16;217.08;18.09;1.21;85.05;1.21;29.55;0.3;25.03;6.03;11.64;1.51;0;62.43;4.52;5.43;15.08;6.94;0.3;0.3;15.08;2.71;0.3;0.72;48.86;37.03;0.12;3.62;0.6;0.24;0.97;0;1.15;0.06;2022
20230627;7236;200301;SIERRA;PIURA;HUANCABAMBA;HUANCABAMBA;29395;8257;21138;0.5;1506.9;698.9;24.86;8.44;24.86;31.04;12.96;28.33;43.4;12.81;26.97;43.4;11.15;51.54;21.1;9.34;26.22;19.44;13.86;9.79;22.6;17.48;14.01;9.34;71.73;72.78;15.52;12.51;49.73;14.32;11.75;13.11;7.53;56.06;2022
20230627;7237;200302;COSTA;PIURA;HUANCABAMBA;CANCHAQUE;7449;2077;5372;0.49;370.05;175.56;25.79;11.01;7.67;4.74;4.75;3.08;6.25;4.07;6.17;3.28;1.44;12.03;4.77;3.97;3.52;2.07;1.3;2.04;7.62;2.59;1.44;0.66;11.23;25.76;0.87;2.22;23.11;3.01;2.03;0.92;2.57;2.51;2022
20230627;7238;200303;SIERRA;PIURA;HUANCABAMBA;EL CARMEN DE LA FRONTERA;11685;492;11193;0.27;48.49;21.1;2.89;2.32;0.84;0.41;0.64;0.42;0.84;0.55;0.84;0.45;0.28;1.32;0.64;0.62;0.44;0.31;0.19;0.18;1.16;0.34;0.15;0.17;2.02;3.7;0.17;0.4;2.88;0.41;0.29;0.16;0.55;0.8;2022
20230627;7239;200304;SIERRA;PIURA;HUANCABAMBA;HUARMACA;37259;3088;34171;0.2;225.42;98.1;13.42;10.78;3.93;1.89;2.98;1.94;3.91;2.54;3.89;2.11;1.32;6.13;2.96;2.86;2.04;1.42;0.89;0.86;5.4;1.6;0.7;0.78;9.37;17.21;0.81;1.88;13.37;1.93;1.36;0.75;2.58;3.71;2022
20230627;7240;200305;COSTA;PIURA;HUANCABAMBA;LALAQUIZ;4057;1234;2823;0.49;219.86;104.31;15.32;6.54;4.56;2.82;2.82;1.83;3.71;2.42;3.66;1.95;0.85;7.15;2.83;2.36;2.09;1.23;0.77;1.21;4.53;1.54;0.85;0.39;6.67;15.31;0.51;1.32;13.73;1.79;1.21;0.55;1.53;1.49;2022
20230627;7241;200306;COSTA;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE;9461;2119;7342;0.67;518.2;313.93;18.5;15.13;7.93;3.63;2.75;0.78;4.4;1.55;28.35;0;0.1;17.67;2.07;0.47;3.32;0.78;0.67;0.67;16.01;3.42;0.31;0.41;3.99;53.27;0.31;3.78;3.63;1.55;0.67;0;2.95;5.18;2022
20230627;7242;200307;SIERRA;PIURA;HUANCABAMBA;SONDOR;7295;1197;6098;0.31;135.44;58.94;8.06;6.48;2.36;1.14;1.79;1.17;2.35;1.53;2.34;1.27;0.79;3.69;1.78;1.72;1.23;0.85;0.53;0.51;3.24;0.96;0.42;0.47;5.63;10.34;0.49;1.13;8.03;1.16;0.82;0.45;1.55;2.23;2022
20230627;7243;200308;SIERRA;PIURA;HUANCABAMBA;SONDORILLO;11298;607;10691;0.45;98.66;42.93;5.87;4.72;1.72;0.83;1.31;0.85;1.71;1.11;1.7;0.92;0.58;2.68;1.29;1.25;0.89;0.62;0.39;0.37;2.36;0.7;0.3;0.34;4.1;7.53;0.35;0.82;5.85;0.84;0.6;0.33;1.13;1.63;2022
20230627;7244;200401;COSTA;PIURA;MORROPON;CHULUCANAS;91141;65367;25774;0.65;15508.32;5303.85;1119.7;699.43;420.28;237.28;297.76;257.44;542.79;356.69;367.55;82.19;49.63;776.97;775.42;224.87;111.66;89.95;54.28;66.69;674.61;60.48;26.36;63.58;175.24;1625.27;52.73;176.79;282.25;0;0;48.08;107.01;381.5;2022
20230627;7245;200402;COSTA;PIURA;MORROPON;BUENOS AIRES;10468;8236;2232;0.44;1313.2;623.02;91.53;39.05;27.21;16.82;16.87;10.95;22.19;14.46;21.88;11.65;5.1;42.69;16.91;14.08;12.5;7.33;4.6;7.23;27.05;9.21;5.1;2.35;39.85;91.42;3.07;7.89;82.02;10.67;7.21;3.26;9.14;8.89;2022
20230627;7246;200403;COSTA;PIURA;MORROPON;CHALACO;7478;960;6518;0.49;171.04;81.15;11.92;5.09;3.54;2.19;2.2;1.43;2.89;1.88;2.85;1.52;0.66;5.56;2.2;1.83;1.63;0.96;0.6;0.94;3.52;1.2;0.66;0.31;5.19;11.91;0.4;1.03;10.68;1.39;0.94;0.42;1.19;1.16;2022
20230627;7247;200404;COSTA;PIURA;MORROPON;LA MATANZA;15428;9261;6167;0.61;2061.96;978.25;143.72;61.32;42.73;26.4;26.49;17.19;34.84;22.7;34.35;18.29;8.01;67.03;26.56;22.11;19.62;11.52;7.22;11.36;42.48;14.46;8.01;3.7;62.57;143.54;4.83;12.39;128.78;16.75;11.32;5.12;14.35;13.96;2022
20230627;7248;200405;COSTA;PIURA;MORROPON;MORROPON;16377;12385;3992;0.57;2576.7;1135.24;139.81;113.18;53.27;32.26;31.12;25.69;57.24;30.68;41.1;26.65;9.73;80.51;39.81;26.25;23.64;18.42;7.28;12.68;59.55;14.76;5.66;4.1;85.56;220.06;4.13;19.05;143.54;20.89;9.66;10.73;22.27;52.19;2022
20230627;7249;200406;COSTA;PIURA;MORROPON;SALITRAL;9215;6186;3029;0.49;1102.14;522.89;76.82;32.78;22.84;14.11;14.16;9.19;18.62;12.13;18.36;9.78;4.28;35.83;14.2;11.82;10.49;6.16;3.86;6.07;22.71;7.73;4.28;1.98;33.44;76.73;2.58;6.62;68.83;8.95;6.05;2.73;7.67;7.46;2022
20230627;7250;200407;COSTA;PIURA;MORROPON;SAN JUAN DE BIGOTE;6697;3737;2960;0.54;736.56;349.45;51.34;21.9;15.26;9.43;9.46;6.14;12.44;8.11;12.27;6.53;2.86;23.95;9.49;7.9;7.01;4.11;2.58;4.06;15.17;5.16;2.86;1.32;22.35;51.28;1.72;4.43;46;5.98;4.04;1.83;5.12;4.99;2022
20230627;7251;200408;COSTA;PIURA;MORROPON;SANTA CATALINA DE MOSSA;3755;1445;2310;0.49;257.45;122.14;17.94;7.66;5.34;3.3;3.31;2.15;4.35;2.83;4.29;2.28;1;8.37;3.32;2.76;2.45;1.44;0.9;1.42;5.3;1.8;1;0.46;7.81;17.92;0.6;1.55;16.08;2.09;1.41;0.64;1.79;1.74;2022
20230627;7252;200409;COSTA;PIURA;MORROPON;SANTO DOMINGO;5750;881;4869;0.49;156.96;74.47;10.94;4.67;3.25;2.01;2.02;1.31;2.65;1.73;2.62;1.39;0.61;5.1;2.02;1.68;1.49;0.88;0.55;0.86;3.23;1.1;0.61;0.28;4.76;10.93;0.37;0.94;9.8;1.28;0.86;0.39;1.09;1.06;2022
20230627;7253;200410;COSTA;PIURA;MORROPON;YAMANGO;8612;1648;6964;0.49;293.62;139.3;20.47;8.73;6.08;3.76;3.77;2.45;4.96;3.23;4.89;2.6;1.14;9.55;3.78;3.15;2.79;1.64;1.03;1.62;6.05;2.06;1.14;0.53;8.91;20.44;0.69;1.76;18.34;2.39;1.61;0.73;2.04;1.99;2022
20230627;7254;200501;COSTA;PIURA;PAITA;PAITA;106929;106920;9;0.4;15610.32;6223.83;430.84;1050.57;468.31;93.66;62.44;124.88;468.31;14.05;59.32;140.49;15.61;421.48;78.05;78.05;156.1;46.83;31.22;35.9;365.28;29.35;0.31;6.24;689.98;2141.74;1.56;74.93;1328.44;360.6;201.37;15.61;348.11;46.83;2022
20230627;7255;200502;COSTA;PIURA;PAITA;AMOTAPE;2565;2467;98;0.68;612.31;290.5;42.68;18.21;12.69;7.84;7.87;5.1;10.35;6.74;10.2;5.43;2.38;19.91;7.89;6.57;5.83;3.42;2.14;3.37;12.61;4.29;2.38;1.1;18.58;42.63;1.43;3.68;38.24;4.97;3.36;1.52;4.26;4.15;2022
20230627;7256;200503;COSTA;PIURA;PAITA;ARENAL;1270;1000;270;0.68;248.2;117.75;17.3;7.38;5.14;3.18;3.19;2.07;4.19;2.73;4.14;2.2;0.96;8.07;3.2;2.66;2.36;1.39;0.87;1.37;5.11;1.74;0.96;0.44;7.53;17.28;0.58;1.49;15.5;2.02;1.36;0.62;1.73;1.68;2022
20230627;7257;200504;COSTA;PIURA;PAITA;COLAN;17379;15377;2002;0.32;1796.03;538.81;179.6;143.68;35.92;35.92;35.92;35.92;35.92;35.92;35.92;17.96;17.96;17.96;17.96;17.96;17.96;0;17.96;0;17.96;35.92;17.96;0;143.68;71.84;17.96;35.92;89.8;17.96;17.96;35.92;35.92;17.96;2022
20230627;7258;200505;COSTA;PIURA;PAITA;LA HUACA;14510;13277;1233;0.48;2326.13;908.12;78.39;216.33;75.37;52.57;52.57;33.26;59.08;21.63;120.03;24.19;13.26;70.71;32.8;38.61;34.19;16.28;12.79;2.33;81.18;1.86;10.23;3.49;7.68;73.51;17.21;35.12;93.05;30.94;41.41;7.68;35.36;24.89;2022
20230627;7259;200506;COSTA;PIURA;PAITA;TAMARINDO;5479;5362;117;0.29;566.15;245.14;26.74;11.4;41.21;5.48;3.25;6.76;19.89;2.75;4.46;5.61;0;27.27;11.14;5.9;2.23;2.36;3.67;0;10.09;0;0.92;0;3.99;14.87;0;0.21;105.27;0;0;0.52;5.01;0;2022
20230627;7260;200507;COSTA;PIURA;PAITA;VICHAYAL;6338;4505;1833;0.44;723.5;309.23;45.01;0;4.68;10.39;46.71;0;19.98;0;27.87;38.64;0;31.08;5.53;0;0;0;0;0;9.54;0;0;0;5.15;118.08;0;3.54;48.08;0;0;0;0;0;2022
20230627;7261;200601;COSTA;PIURA;SULLANA;SULLANA;193254;181535;11719;0.67;44394.38;18516.9;2805.73;457.26;1442.82;879.01;483.9;1012.19;1340.71;412.87;1562.68;1411.74;417.31;2051.02;1247.48;723.63;630.4;293;168.7;186.46;1931.16;910.08;119.86;0;150.94;2490.52;66.59;75.47;2201.96;53.27;110.99;199.77;39.95;0;2022
20230627;7262;200602;COSTA;PIURA;SULLANA;BELLAVISTA;39384;39384;0;0.51;7331.33;3230.02;397.79;322.02;151.57;91.78;88.56;73.1;162.87;87.29;116.93;75.84;27.68;229.07;113.28;74.7;67.25;52.41;20.72;36.08;169.44;42;16.09;11.65;243.43;626.12;11.75;54.21;408.4;59.44;27.48;30.54;63.35;148.49;2022
20230627;7263;200603;COSTA;PIURA;SULLANA;IGNACIO ESCUDERO;22210;21984;226;0.54;4333.05;1909.04;235.11;190.32;89.58;54.24;52.34;43.2;96.26;51.59;69.11;44.82;16.36;135.39;66.95;44.15;39.75;30.97;12.25;21.32;100.14;24.83;9.51;6.89;143.87;370.06;6.94;32.04;241.38;35.13;16.24;18.05;37.44;87.76;2022
20230627;7264;200604;COSTA;PIURA;SULLANA;LANCONES;13363;463;12900;0.43;72.67;34.71;0.27;0.09;2.42;0.4;0.31;0.86;3.96;0.42;0.47;4.13;0.32;7.52;1.9;0.77;0.12;0.15;0.2;0.62;3.51;0.31;0.05;0;1.88;3.42;0.09;0.44;0.45;0.74;1.73;0.09;0.33;0;2022
20230627;7265;200605;COSTA;PIURA;SULLANA;MARCAVELICA;33129;30466;2663;0.59;6560.85;2890.57;355.98;288.18;135.64;82.13;79.25;65.42;145.75;78.11;104.64;67.87;24.77;205;101.37;66.85;60.18;46.9;18.54;32.28;151.63;37.59;14.4;10.43;217.84;560.32;10.51;48.52;365.48;53.19;24.59;27.33;56.69;132.88;2022
20230627;7266;200606;COSTA;PIURA;SULLANA;MIGUEL CHECA;10587;10262;325;0.63;2359.75;1313.44;160.7;62.06;54.04;16.52;11.09;14.63;46.25;17.7;17.93;15.1;5.19;55.93;12.98;14.16;10.38;5.9;3.54;3.3;24.54;2.6;6.14;0.47;87.78;180.76;0;10.38;157.63;3.54;0.24;5.66;36.81;2.36;2022
20230627;7267;200607;COSTA;PIURA;SULLANA;QUERECOTILLO;28667;25660;3007;0.48;4495.63;2588.58;104.3;18.43;96.66;49.9;28.32;42.26;73.28;31.47;32.82;37.31;21.13;71.03;33.27;22.93;15.29;8.99;8.54;23.38;84.52;16.18;15.73;0;149.25;579.04;0.9;20.68;144.31;36.86;16.63;33.72;85.42;4.5;2022
20230627;7268;200608;COSTA;PIURA;SULLANA;SALITRAL;7884;7124;760;0.54;1404.14;1044.68;104.75;0;0;0;30.75;0;0;31.59;0;0;12.5;17.69;3.65;0;0;0;0;14.74;0;0;0;8.85;7.16;32.44;1.68;2.81;87.62;0.98;2.25;0;0;0;2022
20230627;7269;200701;COSTA;PIURA;TALARA;PARI�AS;107159;106493;666;0.51;19823.67;8171.32;1256.82;168.5;689.86;384.58;164.54;440.09;582.82;178.41;707.71;693.83;178.41;868.28;570.92;116.96;287.44;111.01;114.98;107.05;1018.94;523.34;27.75;0;67.4;1175.54;39.65;49.56;919.82;53.52;89.21;47.58;17.84;0;2022
20230627;7270;200702;COSTA;PIURA;TALARA;EL ALTO;9205;9205;0;0.51;1713.51;812.94;119.43;50.96;35.51;21.94;22.01;14.28;28.95;18.86;28.55;15.2;6.66;55.7;22.07;18.37;16.31;9.57;6;9.44;35.3;12.01;6.65;3.07;51.99;119.29;4.01;10.3;107.02;13.92;9.41;4.25;11.92;11.6;2022
20230627;7271;200703;COSTA;PIURA;TALARA;LA BREA;13300;13040;260;0.44;2094.22;922.67;113.63;91.99;43.3;26.22;25.3;20.88;46.52;24.93;33.4;21.66;7.91;65.44;32.36;21.34;19.21;14.97;5.92;10.3;48.4;12;4.6;3.33;69.54;178.85;3.36;15.49;116.66;16.98;7.85;8.72;18.1;42.42;2022
20230627;7272;200704;COSTA;PIURA;TALARA;LOBITOS;1376;1327;49;0.31;150.15;71.24;10.47;4.47;3.11;1.92;1.93;1.25;2.54;1.65;2.5;1.33;0.58;4.88;1.93;1.61;1.43;0.84;0.53;0.83;3.09;1.05;0.58;0.27;4.56;10.45;0.35;0.9;9.38;1.22;0.82;0.37;1.04;1.02;2022
20230627;7273;200705;COSTA;PIURA;TALARA;LOS ORGANOS;11895;11825;70;0.61;2632.84;821.96;0;0;20.11;73.43;0;0;83.48;0;0;218.18;45.13;212.8;118.56;63.37;0;0;0;36.48;66.41;109.2;0;0;0;418.58;0;36.48;237.12;52.85;0;0;18.71;0;2022
20230627;7274;200706;COSTA;PIURA;TALARA;MANCORA;14576;14394;182;0.51;2679.44;786.15;353.42;258.3;53.59;53.59;49.3;26.79;26.79;39.39;26.79;40.19;13.93;104.5;40.19;13.4;8.04;5.36;11.25;13.67;1.34;8.04;5.36;0.54;134.51;245.17;10.99;24.92;140.13;55.2;8.04;0;40.19;80.38;2022
20230627;7275;200801;COSTA;PIURA;SECHURA;SECHURA;53899;51868;2031;0.61;11548.41;3237.02;831.49;593.59;347.61;195.17;252.91;213.65;399.57;297.95;312.96;69.29;41.57;659.41;661.72;132.81;94.7;76.22;46.19;56.59;572.8;31.18;18.48;54.28;147.82;1311.9;45.04;150.13;240.21;0;0;40.42;91.23;324.51;2022
20230627;7276;200802;COSTA;PIURA;SECHURA;BELLAVISTA DE LA UNION;5413;5174;239;0.44;830.94;228.51;56.5;6.15;37.39;23.27;1.83;53.18;17.37;2.49;62.32;6.65;1.5;87.91;44.62;52.68;17.12;24.18;2.83;2.91;23.27;15.37;0;1.58;0.25;16.37;1.25;0;13.21;28.17;1.58;0.42;0.08;0;2022
20230627;7277;200803;COSTA;PIURA;SECHURA;BERNAL;7944;7347;597;0.4;1072.66;508.9;74.77;31.9;22.23;13.74;13.78;8.94;18.12;11.81;17.87;9.51;4.17;34.87;13.82;11.5;10.21;5.99;3.75;5.91;22.1;7.52;4.17;1.92;32.55;74.67;2.51;6.45;66.99;8.71;5.89;2.66;7.46;7.26;2022
20230627;7278;200804;COSTA;PIURA;SECHURA;CRISTO NOS VALGA;5209;2952;2257;0.49;525.95;249.52;36.66;15.64;10.9;6.73;6.76;4.38;8.89;5.79;8.76;4.67;2.04;17.1;6.77;5.64;5.01;2.94;1.84;2.9;10.84;3.69;2.04;0.94;15.96;36.61;1.23;3.16;32.85;4.27;2.89;1.31;3.66;3.56;2022
20230627;7279;200805;COSTA;PIURA;SECHURA;VICE;18553;18000;553;0.3;1971;868.38;106.94;86.57;40.75;24.67;23.81;19.65;43.79;23.47;31.44;20.39;7.44;61.59;30.45;20.08;18.08;14.09;5.57;9.7;45.55;11.29;4.33;3.13;65.44;168.33;3.16;14.58;109.8;15.98;7.39;8.21;17.03;39.92;2022
20230627;7280;200806;COSTA;PIURA;SECHURA;RINCONADA LLICUAR;3189;3182;7;0.49;566.93;268.97;39.52;16.86;11.75;7.26;7.28;4.73;9.58;6.24;9.45;5.03;2.2;18.43;7.3;6.08;5.4;3.17;1.98;3.12;11.68;3.97;2.2;1.02;17.2;39.47;1.33;3.41;35.41;4.61;3.11;1.41;3.94;3.84;2022
20230627;7281;210101;SIERRA;PUNO;PUNO;PUNO;142897;131980;10917;0.67;32275.71;16602.02;1122.51;1158.23;479.41;284.99;350.13;290.08;540.7;268.7;549.25;315.19;90.12;861.68;366.34;257.34;176.52;144.72;76.06;251.47;639.22;137.15;63.42;105.34;1213.99;2886.17;53.86;263.41;1266.09;274.58;242.67;47.98;272.01;624.34;2022
20230627;7282;210102;SIERRA;PUNO;PUNO;ACORA;21929;2018;19911;0.47;346.19;118.4;2.56;19.28;9.1;20.08;18.42;0;16.27;3.91;0.55;0.76;9.94;15.09;0;1.97;10.04;0.93;0;0;7.86;8.72;0;2.77;9.24;34.48;0;3.57;14.68;4.85;5.16;2.35;0.14;5.05;2022
20230627;7283;210103;SIERRA;PUNO;PUNO;AMANTANI;3202;210;2992;0.45;34.13;14.85;2.03;1.63;0.59;0.29;0.45;0.29;0.59;0.38;0.59;0.32;0.2;0.93;0.45;0.43;0.31;0.22;0.13;0.13;0.82;0.24;0.11;0.12;1.42;2.61;0.12;0.28;2.02;0.29;0.21;0.11;0.39;0.56;2022
20230627;7284;210104;SIERRA;PUNO;PUNO;ATUNCOLLA;4496;177;4319;0.45;28.77;12.52;1.71;1.38;0.5;0.24;0.38;0.25;0.5;0.32;0.5;0.27;0.17;0.78;0.38;0.37;0.26;0.18;0.11;0.11;0.69;0.2;0.09;0.1;1.2;2.2;0.1;0.24;1.71;0.25;0.17;0.1;0.33;0.47;2022
20230627;7285;210105;SIERRA;PUNO;PUNO;CAPACHICA;6433;530;5903;0.45;86.14;37.49;5.13;4.12;1.5;0.72;1.14;0.74;1.49;0.97;1.49;0.81;0.5;2.34;1.13;1.09;0.78;0.54;0.34;0.33;2.06;0.61;0.27;0.3;3.58;6.58;0.31;0.72;5.11;0.74;0.52;0.29;0.98;1.42;2022
20230627;7286;210106;SIERRA;PUNO;PUNO;CHUCUITO;7055;632;6423;0.45;102.72;44.7;6.12;4.91;1.79;0.86;1.36;0.89;1.78;1.16;1.77;0.96;0.6;2.79;1.35;1.31;0.93;0.65;0.4;0.39;2.46;0.73;0.32;0.36;4.27;7.84;0.37;0.86;6.09;0.88;0.62;0.34;1.17;1.69;2022
20230627;7287;210107;SIERRA;PUNO;PUNO;COATA;6595;1121;5474;0.45;182.2;79.29;10.85;8.71;3.17;1.53;2.41;1.57;3.16;2.05;3.14;1.71;1.06;4.96;2.39;2.32;1.65;1.15;0.72;0.69;4.36;1.29;0.56;0.63;7.58;13.91;0.65;1.52;10.81;1.56;1.1;0.61;2.08;3;2022
20230627;7288;210108;SIERRA;PUNO;PUNO;HUATA;2537;164;2373;0.45;26.66;11.6;1.59;1.27;0.46;0.22;0.35;0.23;0.46;0.3;0.46;0.25;0.16;0.73;0.35;0.34;0.24;0.17;0.1;0.1;0.64;0.19;0.08;0.09;1.11;2.03;0.1;0.22;1.58;0.23;0.16;0.09;0.3;0.44;2022
20230627;7289;210109;SIERRA;PUNO;PUNO;MA�AZO;5149;1753;3396;0.45;284.92;123.99;16.97;13.62;4.96;2.39;3.77;2.46;4.94;3.21;4.91;2.67;1.66;7.75;3.73;3.62;2.58;1.8;1.12;1.08;6.82;2.02;0.88;0.99;11.85;21.75;1.02;2.38;16.9;2.43;1.72;0.95;3.26;4.69;2022
20230627;7290;210110;SIERRA;PUNO;PUNO;PAUCARCOLLA;4149;335;3814;0.45;54.45;23.69;3.24;2.6;0.95;0.46;0.72;0.47;0.94;0.61;0.94;0.51;0.32;1.48;0.71;0.69;0.49;0.34;0.21;0.21;1.3;0.39;0.17;0.19;2.26;4.16;0.2;0.45;3.23;0.46;0.33;0.18;0.62;0.9;2022
20230627;7291;210111;SIERRA;PUNO;PUNO;PICHACANI;6006;1635;4371;0.45;265.74;115.64;15.82;12.71;4.63;2.23;3.52;2.29;4.61;2.99;4.58;2.49;1.55;7.23;3.48;3.38;2.41;1.68;1.05;1.01;6.36;1.88;0.82;0.92;11.05;20.29;0.95;2.22;15.76;2.27;1.6;0.89;3.04;4.38;2022
